title,description,creator,date,subject,location,latitude,longitude,digital collection,collection,rights,rightsstatement,format original,pages,identifier,type,format,language,cdm_url,cdmid,contentdm file name,contentdm file path file path,objectid
History of Chatcolab,"A presentation on the history of Chatcholab, its principles, and what recreational leadership camps have become.",Chatcolab Northwest Leadership Lab,2014-06-14,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877013,-116.857085,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,11,MA2015-23_History_of_Chatco,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/52,52,53.pdf,/chatcolab/image/53.pdf,chatcolab52
"Chatcolab 2010 - Concieve, Believe, Achieve","Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2010,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877015,-116.857087,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,84,MA2019-43_2010,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/53,53,61.pdf,/chatcolab/image/61.pdf,chatcolab53
Chatcolab 2011 - Solving the Leadership Puzzle,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2011,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877016,-116.857088,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,81,MA2019-43_2011,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/54,54,55.pdf,/chatcolab/image/55.pdf,chatcolab54
Chatcolab 2013,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2013,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877018,-116.857090,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,56,MA2019-43_2013,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/55,55,64.pdf,/chatcolab/image/64.pdf,chatcolab55
Chatcolab 2006 - Leadership Outside the Box,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2006,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877014,-116.857086,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,241,MA2019-43_2006,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/56,56,63.pdf,/chatcolab/image/63.pdf,chatcolab56
Chatcolab 2012 - The Kaleidoscope of Leadership,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2012,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877017,-116.857089,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,90,MA2019-43_2012,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/57,57,62.pdf,/chatcolab/image/62.pdf,chatcolab57
Chatcolab Spring News 2017 & Chatcolab 2017 - Planting Seeds of Leadership,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2017,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877022,-116.857094,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,374,MA2019-43_2017,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/58,58,57.pdf,/chatcolab/image/57.pdf,chatcolab58
Chatcolab 2019,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2019,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877024,-116.857096,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,188,MA2019-43_2019,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/59,59,60.pdf,/chatcolab/image/60.pdf,chatcolab59
Chatcolab 2018 - Traditions & Transitions: It's About Time,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2018,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877023,-116.857095,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,63,MA2019-43_2018,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/60,60,56.pdf,/chatcolab/image/56.pdf,chatcolab60
Chatcolab Spring News 2016 & Chatcolab 2016 - Emerge a Leader,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2016,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877021,-116.857093,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,64,MA2019-43_2016,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/61,61,54.pdf,/chatcolab/image/54.pdf,chatcolab61
Chatcolab 2003,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2003,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877013,-116.857085,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,100,MA2019-43_2003,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/62,62,65.pdf,/chatcolab/image/65.pdf,chatcolab62
"Chatcolab 2015 - Lead, Play, Connect: Make a splash, Create a ripple","Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2015,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877020,-116.857092,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,157,MA2019-43_2015,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/63,63,59.pdf,/chatcolab/image/59.pdf,chatcolab63
Chatcolab 2014 - Chatcolab is Bubblin' Over,"Camp Packet for Chatcolab Northwest Leadership lab that contains program planning, activities, stories, and menus/recipes. Only bound materials have been scanned; this digital collection does not contain any associated ephemera from the donors notebook.",Chatcolab Northwest Leadership Lab,2014,camps (recreation areas); leadership; songs (oral or performed works); crafts (art genres); folklore,"Kootenai County, Idaho;Rathdrum;Twinlow Camp and Retreat Center",47.877019,-116.857091,Chatcolab NW Leadership Lab,"MA 2015-23, Chatcolab NW Leadership Lab, 1944-2019, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections","In Copyright. Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by contributing institution. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8.5 X 11 Booklet,78,MA2019-43_2014,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/chatcolab/id/64,64,58.pdf,/chatcolab/image/58.pdf,chatcolab64
